MEMBER;PRODUCT ID;MEMBER_PRODUCT_ID;NAME_DEFAULT;UPLOAD THIS BRAND;PRIMARY_CATEGORY_ID
MILWAUKEE;10013-0000-61125;a128X00000B8uPIQAZ;Express Black Cut Out Neck Top ;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-11388;a128X00000CY6CyQAL;Express Royal Blue Ruffle Blous e Size XS;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-16557;a128X00000CYCUUQA5;Express White & Black Floral Bl ouse Women's Size S;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-12476;a128X00000CY7eLQAT;Express Women's Detailed White Blouse Size XS;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-9150;a128X00000CY3VYQA1;Express Women's Gray White Flor al Chiffon Button Up Blouse Size XS;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-3208;a128X00000CXwjEQAT;Express Women's Portofino Olive Green 3/4 Sleeve Blouse Size XS;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-15656;a128X00000CYBP9QAP;Express Women's Purple Blouse s z S/P;Express;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-17684;a128X00000CYDt6QAH;Express Design Studio Women's B lue Striped Dress Shirt sz S;Express;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-13654;a128X00000CY92cQAD;Express Design Studio Women's P ink Collared Shirt Size XS;Express;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-21264;a128X00000CYHyFQAX;Express Red Polka Dot Long Slee ve Button Up Size L;Express;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-19008;a128X00000CYFWEQA5;Express Black Floral Long Sleev e V Neck Shirt Women's Size S;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-3821;a128X00000CXxYCQA1;Express Black Lace Long-Sleeved Shirt Size Large;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-61849;a128X00000B8vCUQAZ;Express Black White Striped Lon g Sleeve;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-17185;a128X00000CYDHMQA5;Express Burgundy Gray 2 Tone Bl ouse Womens SZ SP;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-19650;a128X00000CYGGlQAP;Express Women's Long Sleeve Fla nnel Shirt Size Small;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-19667;a128X00000CYGGNQA5;Express Women's Long Sleeve Spa rkle Neck Design Size S;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-19622;a128X00000CYGF9QAP;Express Women's Semi Transparen t Stripes Long Sleeve Size L;Express;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-12202;a128X00000CY7DJQA1;Express Blue Back Zipper Tank B louse Womens SZ L;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-4736;a128X00000CXyeGQAT;Express Blue Crop Top Size Smal l;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-18988;a128X00000CYFUmQAP;Express Brown Sequin Sleeveless Top Women's Size M;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-15600;a128X00000CYBKxQAP;Express One Eleven Women's Blac k Tank Top Flecked With White Size XS;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-20488;a128X00000CYH4XQAX;Express Simple Cream Tank Top S ize XL;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-3600;a128X00000CXxFFQA1;Express Sleeveless Top - Flores cent Orange Size: XS;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-3565;a128X00000CXxCLQA1;Express Tops Blue Tank Top Shir t Women's Size Small;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-19400;a128X00000CYFzkQAH;Express Women's Black Sequin Ta nk Top sz S;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-11811;a128X00000CY6k2QAD;Express Women's Black Silver Se quin Round Neck Tank Top Size S;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-18755;a128X00000CYFCZQA5;Express Women's Blue Essential Stretch Top Size S;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-14073;a128X00000CY9TOQA1;Express Women's Button Detail S leeveless Top Size S;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-3238;a128X00000CXwloQAD;Express Women's Floral Split Ba ck Tank Top Size Small;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-15132;a128X00000CYAlsQAH;Express Women's Red Sleeveless Strap Top Size S;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-15311;a128X00000CYB0EQAX;Express Women's Sleeveless Top Size S;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-18321;a128X00000CYEgEQAX;Express X Olivia Culpo Women's Pink Sequin Crop Top sz M;Express;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-17629;a128X00000CYDoBQAX;Express Dream Weight Cotton Shi rt Women's Size M;Express;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-15369;a128X00000CYB4QQAX;Express Flex Stretch Heather Pu rple T-Shirt Unisex SZ XS;Express;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-18457;a128X00000CYEsEQAX;Express One Eleven Women's Indi go Front Tie V-Neck Top Size S;Express;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-17365;a128X00000CYDTTQA5;Express T-Shirt with One Pocket Size L/G;Express;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-4056;a128X00000CXxopQAD;Express White Black Cheetah Pri nt Tank Top Size Small;Express;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-73639;a128X00000DNvGbQAL;Express Grey Columnist Barely B oot;Express;womens-bottoms-dress-pants
SEATTLE;10012-0000-48704;a128X00000DLquwQAD;Express Women's XS/TP Extra Sma ll Dark Blue Navy Sleeveless Vest with Padded Shoulders w/ Tag;Express;womens-coats-jackets-puffers-vests
LOSANGELES;10014-0000-50444;a128X00000DHaJBQA1;Express Womens Dress Size 6 ;Express;womens-dresses-mini
LOSANGELES;10014-0000-1402;a128X00000DGdoWQAT;Express Dress ;Express;womens-dresses-sleeveless
LOSANGELES;10014-0000-125260;a128X00000DuataQAB;New Balance Men's 4040 V4 TPU M olded Baseball Cleat Size 10;Express;mens-shoes-sneakers-athletic
MILWAUKEE;10013-0000-64447;a128X00000B8yHhQAJ;New Express Women Size L Pink D ot Ruffle Halter Dress;Express;womens-dresses-midi
MILWAUKEE;10013-0000-17845;a128X00000CYE6UQAX;Fabletics PowerHold Women's Act ivewear Leggings;Fabletics;womens-activewear-leggings
SEATTLE;10012-0000-74034;a128X00000DNvtiQAD;Fabletics Women's Activewear Po nte Skinny Zip-Split Pants Size Medium/8 w/Tags;Fabletics;womens-activewear-leggings
SEATTLE;10012-0000-32829;a128X00000DxW0eQAF;Fabletics Aldis Tank Top Women' s Size Small;Fabletics;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-15556;a128X00000CYBHoQAP;Faconnable Men's Striped Button Up Shirt Size S;Faconnable;mens-tops-shirts-button-ups
SEATTLE;10012-0000-46458;a128X00000DLcXtQAL;Faconable Flannel Plaid Button Up Shirt MN L;Faconnable;mens-tops-shirts-button-ups
SEATTLE;10012-0000-44049;a128X00000DLRaRQAX;Faconnable Plaid Button Up Shir t MN M;Faconnable;mens-tops-shirts-button-ups
SEATTLE;10012-0000-53247;a128X00000DMEpJQAX;Faconnable White Trousers WMN S z 4;Faconnable;womens-bottoms-casual-pants
LOSANGELES;10014-0000-60155;a128X00000DtGd1QAF;Faith Connection Women Grey Sle eveless Top L;Faith Connexion;womens-tops-blouses-sleeveless
COLORADO;10011-0000-36083;a128Z00000YElqXQAT;Fashion Nova Women's Pink Satin Dress Size M NWT;Fashion Nova;womens-dresses-maxi
MILWAUKEE;10013-0000-12470;a128X00000CY7e5QAD;Fashion Nova Women's Multicolor Striped Pants Size 2X;Fashion Nova;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-8228;a128X00000CY2TWQA1;Fashion Nova Women's Lena Ruche d Magenta Mini Dress Size Med NWT;Fashion Nova;womens-dresses-mini
MILWAUKEE;10013-0000-7251;a128X00000CY1TQQA1;FashionNova Blue Ribbed Maxi Ta nk Dress Womens SZ 1X NWT;Fashion Nova;womens-dresses-sleeveless
MILWAUKEE;10013-0000-20378;a128X00000CYGwmQAH;Fenn Wright Manson Women's Blue Patterned Top Size S;Fenn Wright Manson;womens-tops-blouses-long-sleeve
LOSANGELES;10014-0000-58686;a128X00000DtEjRQAV;Ferragamo Saffiano Heeled Flats Women's Sz.9AA Bronze;Ferragamo;womens-shoes
LOSANGELES;10014-0000-58899;a128X00000DtEvKQAV;Ferragamo Embossed Pump Women's Sz.7AA Chestnut;Ferragamo;womens-shoes-heels
SEATTLE;10012-0000-99483;a128X00000EDt8JQAT;Field & Stream Long Sleeve Butt on Up Sz L;Field & Stream;mens-tops-shirts-casual
LOSANGELES;10014-0000-136965;a128X00000E33oXQAR;Field & Stream Men Green Button Up 2XL NWT;Field & Stream;mens-tops-shirts-button-ups
LOSANGELES;10014-0000-136966;a128X00000E33qJQAR;Field & Stream Men Orange Butto n Up 2XL NWT;Field & Stream;mens-tops-shirts-button-ups
COLORADO;10011-0000-19402;a128Z00000YEBpGQAX;Fila Men's Black Shoes Size 9 ;FILA;mens-shoes-sneakers-athletic
COLORADO;10011-0000-4435;a128Z00000YDRXkQAP;Fila Men's Retro Black/Red Bask etball Shoes Size 11;FILA;mens-shoes-sneakers-athletic
COLORADO;10011-0000-219140;a128Z00000a0QswQAE;Fila M00696-661 Sneakers Women' s Size 5.5 NWT;FILA;womens-shoes-sneakers
MILWAUKEE;10013-0000-4545;a128X00000CXyQ4QAL;Fila Beige Plaid Flat Front Gol f Shorts Mens SZ 38;FILA;mens-athletic-apparel-shorts
MILWAUKEE;10013-0000-3958;a128X00000CXxf5QAD;Fila Sport Fitted Running Short s Size L;FILA;mens-athletic-apparel-shorts
MILWAUKEE;10013-0000-4209;a128X00000CXy1JQAT;Fila Sport Men's Track Pants Si ze XL;FILA;mens-bottoms
MILWAUKEE;10013-0000-14603;a128X00000CYA6GQAX;Fila Sport Active Wear Women's Full Zip Hoodie Blue Teal Size M;FILA;womens-activewear-hoodies-pullovers
MILWAUKEE;10013-0000-13985;a128X00000CY9O4QAL;Fila Sport Orange White Running Jacket Long Sleeve Zip Neck Size S;FILA;womens-activewear-jackets
MILWAUKEE;10013-0000-14700;a128X00000CYAEZQA5;Fila Sport Black And Blue Activ e Wear Cropped Leggings Size M;FILA;womens-activewear-leggings
MILWAUKEE;10013-0000-3933;a128X00000CXxgfQAD;Fila Sport Black Blue Pink and Green Capri Leggings Size Small;FILA;womens-activewear-leggings
MILWAUKEE;10013-0000-13549;a128X00000CY8wFQAT;FILA Sport Women's Capri Criss Cross Mesh Ankle Leggings Size Small;FILA;womens-activewear-leggings
MILWAUKEE;10013-0000-13567;a128X00000CY8xSQAT;Fila Sport Activewear Running W orkout Top Pink And Purple Size M;FILA;womens-activewear-tops
MILWAUKEE;10013-0000-15470;a128X00000CYBBgQAP;Fila Sport Blue Athletic Wear L ong Sleeve Shirt Women's Size M;FILA;womens-activewear-tops
MILWAUKEE;10013-0000-13514;a128X00000CY8tzQAD;Fila Sport Racer Mesh Side Perf ormance Tank Top Pink Blue Orange Size M;FILA;womens-activewear-tops
MILWAUKEE;10013-0000-13624;a128X00000CY90WQAT;FILA Sport Women's Black Color Block Athletic T-Shirt Size Small;FILA;womens-activewear-tops
MILWAUKEE;10013-0000-4568;a128X00000CXyRhQAL;Fila Women's Skort Size XS ;FILA;womens-bottoms-skirts
COLORADO;10011-0000-20051;a128Z00000YECDwQAP;FOCO NFL Men's Denver Broncos S neakers Size 7;FOCO;mens-shoes
LOSANGELES;10014-0000-127473;a128X00000Dudf7QAB;Footjoy Women's White Tradition s Golf Shoe Size 6.5;Footjoy;womens-shoes-sneakers
MILWAUKEE;10013-0000-12625;a128X00000CY7ngQAD;Forever 21 Women's Plaid Pants Size 1X;Forever 21;womens-bottoms-dress-pants
MILWAUKEE;10013-0000-4002;a128X00000CXxlkQAD;FOREVER 21 Burgundy Red Stretch Tube Skirt - Mini Women's SZ L;Forever 21;womens-bottoms-skirts
MILWAUKEE;10013-0000-10088;a128X00000CY4afQAD;Forever 21 Black Sparkle Bodyco n Dress Womens SZ S N;Forever 21;womens-dresses-long-sleeve
MILWAUKEE;10013-0000-15564;a128X00000CYBIIQA5;Forever 21 Pink Floral Blouse W omen's Size S;Forever 21;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-15465;a128X00000CYBBHQA5;Forever 21 Women's Blue Velvet Cropped Cover Up sz M;Forever 21;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-15676;a128X00000CYBOlQAP;Forever 21 Women's Red Sleevele ss Blouse sz L;Forever 21;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-21712;a128X00000CYIUaQAP;Forever 21 Navy Blue & White St riped Crewneck Shirt Size S;Forever 21;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-20472;a128X00000CYH2WQAX;Forever 21 Black Lace Trim Tank Top Size Medium;Forever 21;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-11474;a128X00000CY6JkQAL;Forever 21 Black/Gray Knit Tank Top Size Small;Forever 21;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-20528;a128X00000CYH7lQAH;Forever 21 Blue Button Tank Top Size Small;Forever 21;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-20939;a128X00000CYHc4QAH;Forever 21 Tan V Neck Size Smal l;Forever 21;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-4937;a128X00000CXysmQAD;Forever 21 Woven Coral Sleevele ss Women's Top Size M;Forever 21;womens-tops-blouses-sleeveless
LOSANGELES;10014-0000-94123;a128X00000DtxRXQAZ;Forever 21 Womens Blue Leather Zipper Jacket  S;Forever 21;womens-coats-jackets-leather
LOSANGELES;10014-0000-60753;a128X00000DtHL8QAN;Forever 21 Women Multicolor Kni tted Sweater M;Forever 21;womens-sweaters-cardigans-zip-ups
LOSANGELES;10014-0000-68427;a128X00000DtR2pQAF;Forever 21 Satin Type Tube Top S NWT;Forever 21;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-88741;a128X00000EDNd0QAH;Fossil Grey Dress Vest ;Fossil;mens-suits-sport-coats-vests
MILWAUKEE;10013-0000-15037;a128X00000CYAerQAH;Frame Women's Le High Rise Scoo p Stripe Cotton T-Shirt Size M;Frame;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-69749;a128X00000DNckRQAT;Frame Denim Women's Le High Ski nny Jeans Size 26;Frame;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-74614;a128X00000DNyOWQA1;Frame Le High Women's Skinny Je ans Size 26;Frame;womens-jeans-straight-boyfriend
MILWAUKEE;10013-0000-13022;a128X00000CY8H7QAL;Francesca's Burgundy Floral Met allic Sleeveless Mini Dress Size M;Francesca's;womens-dresses-mini
MILWAUKEE;10013-0000-20549;a128X00000CYH9gQAH;Francescas Sleeveless Blouse Mu lticolor Size Medium;Francesca's;womens-tops-blouses-sleeveless
COLORADO;10011-0000-2209;a128Z00000YDKEJQA5;Franco Sarto Women's  Cork Wedg e Platform Shoes 9.5M;Franco Sarto;womens-shoes
COLORADO;10011-0000-8524;a128Z00000YDlWjQAL;Franco Sarto Women's Black Flat s;Franco Sarto;womens-shoes-flats
COLORADO;10011-0000-7288;a128Z00000YDgOBQA1;Franco Sarto Women's Isadora Le ather Beige & Black Peep Toe Kitten Heel Pumps Size 10;Franco Sarto;womens-shoes-heels
SEATTLE;10012-0000-5266;a128X00000DRx19QAD;Franco Sarto Snake Print Size 1 1M Global Pump Heels;Franco Sarto;womens-shoes-heels
MILWAUKEE;10013-0000-15544;a128X00000CYBGvQAP;Free People Women's Blue Cut Ou t Blouse Womens SZ L;Free People;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-109483;a128X00000DcIqxQAF;Free People Shimmery Black Athl etic Leggings Size XS;Free People;womens-activewear-leggings
SEATTLE;10012-0000-108442;a128X00000DcH8OQAV;Free People Pants Sz S/P ;Free People;womens-bottoms-casual-pants
SEATTLE;10012-0000-58898;a128X00000DMfOiQAL;Free People Slouchy Dolman Moto Jacket Caramel Sz L;Free People;womens-coats-jackets-jean
SEATTLE;10012-0000-112583;a128X00000DchMGQAZ;Free People Holiday Fold Mini D ress Size 0;Free People;womens-dresses-long-sleeve
SEATTLE;10012-0000-112530;a128X00000Dch7RQAR;Free People Red Bell Sleeve Dre ss Size XS NWT;Free People;womens-dresses-long-sleeve
SEATTLE;10012-0000-108145;a128X00000DcGaiQAF;Free People Fuzzy Feelings Smal l Midi Dress Blue Green with Tags;Free People;womens-dresses-midi
SEATTLE;10012-0000-110276;a128X00000DcVgvQAF;Free People Lilac Comb Lace Flo ral Embroidered Bodycon Dress;Free People;womens-dresses-mini
SEATTLE;10012-0000-107827;a128X00000DcEfqQAF;Free People Olive Green Distres sed Skinny Jeans WM Size e28;Free People;womens-jeans-jeggings
SEATTLE;10012-0000-59258;a128X00000DMg8AQAT;Free People Brown Mustard Cordu roy Jeans Size 29 w/Tags;Free People;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-100601;a128X00000EDvuYQAT;Free People Mint Green Cotton B lend Collared Pullover WM Size M NWT;Free People;womens-sweaters-collared
SEATTLE;10012-0000-97707;a128X00000EDnB9QAL;Free People Women's Lace Up Lon g Sleeve Top Size Large;Free People;womens-tops-blouses-long-sleeve
SEATTLE;10012-0000-55317;a128X00000DMNVRQA5;#NOM?;Free People;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-56553;a128X00000DMTfyQAH;Free People Cotton Tank Top Sz 6;Free People;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-61860;a128X00000DMtwMQAT;Free People Deep V Neck Shirt B lack, Orange Cream Stripes Sz M;Free People;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-46490;a128X00000DLchcQAD;Free People Violet A-Line Blous e WM XS;Free People;womens-tops-blouses-t-shirts
LOSANGELES;10014-0000-131281;a128X00000DuiHyQAJ;Free People Beach Women Tan Pan ts Size S;Free People;womens-bottoms-casual-pants
LOSANGELES;10014-0000-131284;a128X00000DuiIDQAZ;Free People Women Tan Skirt Siz e S;Free People;womens-bottoms-skirts
LOSANGELES;10014-0000-14173;a128X00000DGtM1QAL;Free People Women Blue Jean ;Free People;womens-jeans-flare-boot-cut
LOSANGELES;10014-0000-37506;a128X00000DHKEZQA5;Free People Women Long Sleeve X S Cream;Free People;womens-tops-blouses-long-sleeve
SEATTLE;10012-0000-49060;a128X00000DLsBOQA1;French Connection Women's Black Flowered Dress Size 16;French Connection;womens-dresses-midi
LOSANGELES;10014-0000-131330;a128X00000DuiL3QAJ;French Connection Women Blue Fl oral Dress Size 8 NWT;French Connection;womens-dresses-midi
COLORADO;10011-0000-31146;a128Z00000YEbCxQAL;Frye Mens Green Suede Round Toe Low Top Slip On Casual Flat Loafer Shoes Size 8.5;Frye;mens-shoes-loafers-slip-ons
COLORADO;10011-0000-236846;a128Z00000a5sndQAA;Frye Women's Black Leather Boot s Size 7.5;Frye;womens-shoes-boots
SEATTLE;10012-0000-103766;a128X00000EE5H3QAL;Frye Chukka Leather Sneaker Sho es for Men Sz 13;Frye;mens-shoes
SEATTLE;10012-0000-40782;a128X00000DL6BuQAL;Frye Easyfeet Men's Size 10 Loa fers Camo Slip ON Flats;Frye;mens-shoes
SEATTLE;10012-0000-56488;a128X00000DMS4eQAH;Frye Greene Deck Red Leather Me n's Sneakers - Size 8.5;Frye;mens-shoes
SEATTLE;10012-0000-35111;a128X00000DxkKfQAJ;Frye High-Op Olive & Orange Sne akers MN Sz12;Frye;mens-shoes
SEATTLE;10012-0000-30350;a128X00000DxDMYQA3;FRYE Lace Up Black Leather Shoe s Men Sz 7.5;Frye;mens-shoes
SEATTLE;10012-0000-43213;a128X00000DLN5lQAH;Frye Men's Cognac Brown Leather Loafer 7.5;Frye;mens-shoes
SEATTLE;10012-0000-35350;a128X00000Dxmq0QAB;Frye Men's Suede Leather Loafer Size 11D;Frye;mens-shoes
SEATTLE;10012-0000-1197;a128X00000DRmEZQA1;Frye Dark Gray Booties W/ Stitc hing sz 8B;Frye;womens-shoes
LOSANGELES;10014-0000-130321;a128X00000DuhJ6QAJ;Frye Fran x Stitch White Heels Size 7;Frye;womens-shoes-heels
MILWAUKEE;10013-0000-21830;a128X00000CYIdNQAX;Fubu The Collection Dark Green Dress Shirt Mens SZ Size L 16 NWT;FUBU;mens-tops-shirts-button-ups
COLORADO;10011-0000-232531;a128Z00000a4bnNQAQ;Bass Black Shoes Men's Sz  9 ;G.H. Bass;mens-shoes-sneakers-athletic
COLORADO;10011-0000-45020;a128Z00000YF4biQAD;G.H. Bass Men's Brown Pants Siz e 38X34;G.H. Bass;mens-bottoms-khakis-chinos
MILWAUKEE;10013-0000-15702;a128X00000CYBSwQAP;Gaiam Black Short Sleeve Shirt Women's Size XS;Gaiam;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-18014;a128X00000CYEJxQAP;Garnet Hill Women's Blue Midi D ress With Golden Sequin Neckline/ XS;Garnet Hill;womens-dresses-midi
MILWAUKEE;10013-0000-13225;a128X00000CY8WRQA1;Garnet Hill Women's Gray Lace D ress sz 4;Garnet Hill;womens-dresses-midi
SEATTLE;10012-0000-101670;a128X00000EDyLsQAL;Garnet Hill Grey Cashmere Sweat er WM XS;Garnet Hill;womens-sweaters-crewneck
MILWAUKEE;10013-0000-11392;a128X00000CY6DIQA1;Geoffrey Beene Tan Blazer Size 40L;Geoffrey Beene;mens-suits-sport-coats-formalwear
MILWAUKEE;10013-0000-21674;a128X00000CYIRWQA5;Geoffrey Beene Fitted Button Up Long Sleeve;Geoffrey Beene;mens-tops-shirts-button-ups
MILWAUKEE;10013-0000-20748;a128X00000CYHPUQA5;Geoffrey Beene Gray Slim Fit Dr ess Shirt Mens SZ XS;Geoffrey Beene;mens-tops-shirts-button-ups
LOSANGELES;10014-0000-132565;a128X00000E2yCIQAZ;Giani Bernini Women's Catrinaa Leather Round Toe Knee High Fashion Size 9;Giani Bernini;womens-shoes-boots
MILWAUKEE;10013-0000-8321;a128X00000CY2ZyQAL;Gibson Solid Red Quarter Bell S leeve Round Neck Top Size XS;Gibson;womens-tops-blouses-long-sleeve
LOSANGELES;10014-0000-131891;a128X00000E2xIyQAJ;Giorgio Armani Men White/Blue B utton Up Dress Shirt L;Giorgio Armani;mens-tops-shirts-button-ups
LOSANGELES;10014-0000-123207;a128X00000DuY4LQAV;Giorgio Armani Women Blue Casua l Linen Pants 2X;Giorgio Armani;womens-bottoms-casual-pants
LOSANGELES;10014-0000-136808;a128X00000E33g3QAB;Giorgio Armani Women White Swea tshirt M;Giorgio Armani;womens-sweaters-crewneck
SEATTLE;10012-0000-69665;a128X00000DNccNQAT;GIORGIO BRUTINI Men's Brown Bas ket Weave Leather Slip On Tasseled Loafers;Giorgio Brutini;mens-shoes
LOSANGELES;10014-0000-45926;a128X00000DHUieQAH;Givenchy Cut Out Heel Women's S z.36.5 Black   US 6.5    Authenticated;Givenchy;womens-shoes-heels
MILWAUKEE;10013-0000-19225;a128X00000CYFloQAH;Gloria Vanderblit Rail Straight Pants Size 6;Gloria Vanderbilt;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-4740;a128X00000CXyeaQAD;Gloria Vanderbilt Beige Bermuda Shorts Size 14;Gloria Vanderbilt;womens-bottoms-shorts
LOSANGELES;10014-0000-29521;a128X00000DHAKKQA5;Gloria Vanderbilt Women Jeans L Denim Blue;Gloria Vanderbilt;womens-jeans-wide-leg
LOSANGELES;10014-0000-85169;a128X00000DtltoQAB;Gloria Vanderbilt Women Jeans X L;Gloria Vanderbilt;womens-jeans-wide-leg
SEATTLE;10012-0000-108843;a128X00000DcHpOQAV;Good America Black Stretchy Pop lin Button Up Shirt WM 1/2;Good American;womens-tops-blouses-button-ups
COLORADO;10011-0000-2063;a128Z00000YDJl7QAH;Goodfellow Men's Red Blue Strip ed Short Sleeve V Neck Casual T Shirt Size Medium;Goodfellow & Co.;mens-tops-shirts-graphic-tees-t-shirts
COLORADO;10011-0000-9261;a128Z00000YDmdIQAT;Goodfellow & Co. Men's Navy Sli p-On Casual Shoes Size 7;Goodfellow & Co.;mens-shoes
MILWAUKEE;10013-0000-3479;a128X00000CXx4WQAT;Goodfellow & Co. Beige Slim Chi no Pants Men's SZ 32x32;Goodfellow & Co.;mens-bottoms-khakis-chinos
MILWAUKEE;10013-0000-16054;a128X00000CYBsqQAH;Goodfellow & Co Men's Burgundy Long Sleeve Shirt sz M;Goodfellow & Co.;mens-tops-shirts-casual
MILWAUKEE;10013-0000-9201;a128X00000CY3a0QAD;Greg Norman Men's Black Dress P ants Size 42 W x 32 L;Greg Norman;mens-bottoms-dress-pants
MILWAUKEE;10013-0000-3438;a128X00000CXx0tQAD;Greg Norman for Tasso Elba Five Iron Play Dry Blue Long Sleeve Polo Shirt Size Large;Greg Norman;mens-tops-shirts-polo
MILWAUKEE;10013-0000-3281;a128X00000CXwpCQAT;Greg Norman Men's Red Golf Polo Shirt Size Large;Greg Norman;mens-tops-shirts-polo
MILWAUKEE;10013-0000-21478;a128X00000CYIC3QAP;Greg Norman Men's Striped Polo Size L;Greg Norman;mens-tops-shirts-polo
MILWAUKEE;10013-0000-16550;a128X00000CYCTvQAP;Greg Norman Tasso Elba Play Dry Men's Gray Geometric Golf Shirt Size L;Greg Norman;mens-tops-shirts-polo
MILWAUKEE;10013-0000-61923;a128X00000B8vImQAJ;New Mens Greg Norman Shorts ;Greg Norman;mens-bottoms-shorts
LOSANGELES;10014-0000-52314;a128X00000DHcfyQAD;Gucci Men Black Suit Jacket 50R ;Gucci;mens-suits-sport-coats-suits
LOSANGELES;10014-0000-122033;a128X00000DuWdiQAF;Gucci Ace Monogram Sneaker Men' s Sz 10 Black;Gucci;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-121812;a128X00000DuWMEQA3;Gucci Ace Sneaker Men's Sz 11 G reen;Gucci;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-115666;a128X00000DuOM1QAN;Gucci Court Sneaker Men's Sz 8 White/Green;Gucci;mens-shoes-sneakers-athletic
COLORADO;10011-0000-6330;a128Z00000YDctRQAT;Guess Grey Coat Women's Size Me dium;Guess;womens-coats-jackets-fleece-nylon
COLORADO;10011-0000-7914;a128Z00000YDja8QAD;Guess Women's Black Faux Leathe r Jacket Size L;Guess;womens-coats-jackets-leather
COLORADO;10011-0000-3018;a128Z00000YDN5eQAH;Guess Women's Faux Leather Jack et Size XS;Guess;womens-coats-jackets-leather
COLORADO;10011-0000-17555;a128Z00000YEAOVQA5;Guess Women's GWLoven Black Qui lted Sneakers, Size 9.5;Guess;womens-shoes
COLORADO;10011-0000-12653;a128Z00000YDwFLQA1;Guess Women's Leather Punk Poin ted Toe Western Boots Size 6M;Guess;womens-shoes-boots
COLORADO;10011-0000-9841;a128Z00000YDn6BQAT;Guess by Marciano Women's Pillo w Bronze Suede Wedge Heels Size 6M IOB;Guess;womens-shoes-heels
MILWAUKEE;10013-0000-3739;a128X00000CXxRuQAL;Guess Los Angeles Black Denim S horts Size 29;Guess;womens-bottoms-shorts
MILWAUKEE;10013-0000-21670;a128X00000CYIRHQA5;Guess Los Angeles Black Sequine d Beaded Sleeveless Dress Size 4;Guess;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-3135;a128X00000DRs7LQAT;Guess USA 100% Cotton American Tradition Blue Jeans;Guess;mens-bottoms-jeans-corduroys
